Customer ID,,Name,Age,SSN,Occupation,Annual Income,,Num Bank Accounts,Num Credit Card,Interest Rate,Num of Loan,Type of Loan,Delay from due date,Num of Delayed Payment,Changed Credit Limit,Num Credit Inquiries,CreditAbove StandardMix,Outstanding Debt,Credit Utilization Ratio,,,Total EMI per month,Amount invested monthly,Payment Behaviour,Monthly Balance,,Monthly_In_Hand_Salary,Credit History Age (Months)
CUS 0x100b,,Shirboni,19,Data MIssing,       ,113781.39,,1,4,1,0,,14,7,11.34,4,Good,1030.2,41.89,,,0,164.6,High spent Large value payments,1030.37,,8533.6,194
CUS 0x6325,,Andyc,31,964-44-0435,Lawyer,15746.63,,4,3,18,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",22,13,10.83,7,Above Standard,2098.83,32.81,,,44.04,,Low spent Small value payments,220.84,,1181,
CUS 0x6325,,Andyc,31,Data MIssing,Lawyer,15746.63,,4,3,18,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",22,13,10.83,7,Standard,2098.83,32.56,,,44.04,50.6,Low spent Medium value payments,297.58,,1181,145
CUS 0x6325,,Andyc,31,964-44-0435,Lawyer,15746.63,,3,2,18,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",26,Data Missing,10.83,7,Standard,2098.83,33.55,,,44.04,37.08,High spent Small value payments,291.1,,1181,146
CUS 0x6325,,Andyc,31,964-44-0435,Lawyer,15746.63,,3,2,18,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",22,12,10.83,7,Standard,2098.83,28.54,,,44.04,60.99,Low spent Small value payments,297.19,,1181,147
CUS 0x4e3c,,Toonkeld,19,624-70-5384,Lawyer,97961.96,,4,6,6,0,,5,7,5.46,3,Good,750.95,34.6,,,0,548.15,Low spent Medium value payments,552.4,,7347.15,346
CUS 0x4e3c,,Toonkeld,19,624-70-5384,       ,97961.96,,4,6,6,0,,5,9, ,3,Good,750.95,25.48,,,0,767.61,Low spent Medium value payments,332.94,,7347.15,347
CUS 0x4e3c,,Toonkeld,20,624-70-5384,Lawyer,97961.96,,4,6,6,0,,7,10, ,3,Good,750.95,38.5,,,0,745.12,Low spent Medium value payments,355.43,,7347.15,348
CUS 0x4e3c,,Data MIssing,20,624-70-5384,Lawyer,97961.96,,4,6,6,0,,2,Data Missing,6.46,3,Above Standard,750.95,33.02,,,0,92.13, Data Missing,968.42,,7347.15,349
CUS 0xb217,,Deepa Seetharamanv,48,565-56-8270,Architect,31895.07,,3,6,2,4,"Personal Loan, Student Loan, Student Loan, and Not Specified",16,10,3.06,2,Good,220.33,40.23,,,60.32,100.12,High spent Medium value payments,338.45,,2392.13,268
CUS 0xb217,,Deepa Seetharamanv,48,565-56-8270,Architect,31895.07,,3,6,2,4,"Personal Loan, Student Loan, Student Loan, and Not Specified",16,10,3.06,4,Good,220.33,31.14,,,60.32,195.18,Low spent Small value payments,283.39,,2392.13,269
CUS 0xb217,,Deepa Seetharamanv,48,565-56-8270,Architect,31895.07,,3,6,2,4,"Personal Loan, Student Loan, Student Loan, and Not Specified",16,11,9.06,4,Above Standard,220.33,26.32,,,60.32,34.72,High spent Large value payments,393.85,,2392.13,270
CUS 0xb217,,Deepa Seetharamanv,48,565-56-8270,Architect,31895.07,,3,6,2,4,"Personal Loan, Student Loan, Student Loan, and Not Specified",16,10,3.06,4,Good,220.33,38.55,,,60.32,279.71,Low spent Small value payments,198.86,,2392.13,
CUS 0xb374,,enu,32,946-08-9738,Architect,30922.28,,1,5,12,2,"Student Loan, and Mortgage Loan",19,1,11.71,2,Good,957.53,32.67,,,30.34,335.89,Low spent Small value payments,173.25,,2319.17,263
CUS 0xb374,,enu,32,946-08-9738,Architect,30922.28,,1,5,12,2,"Student Loan, and Mortgage Loan",19,1,7.71,2,Good,957.53,39.78,,,30.34,229.22,Low spent Small value payments,279.93,,2319.17,264
CUS 0xb374,,enu,32,946-08-9738,Architect,30922.28,,1,5,12,2,"Student Loan, and Mortgage Loan",19,1,11.71,2,Above Standard,957.53,28.24,,,30.34,63.76,High spent Medium value payments,405.39,,2319.17,265
CUS 0xb374,,enu,32,946-08-9738,Architect,30922.28,,1,5,12,2,"Student Loan, and Mortgage Loan",19,0,6.71,2,Good,957.53,41.1,,,30.34,10000,High spent Small value payments,363.69,,2319.17,266
CUS 0x1d4e,,McCranke,37,182-25-5092,Journalist,25530.33,,3,4,19,0,,17,13,11.98,8,Standard,761.18,25.04,,,0,60.36,High spent Small value payments,413.39,,1914.77,385
CUS 0x1d4e,,Data MIssing,37,182-25-5092,Journalist,25530.33,,3,4,19,0,,17,13,11.98,9,Above Standard,761.18,34.36,,,0,57.36,High spent Medium value payments,406.39,,1914.77,386
CUS 0x1d4e,,McCranke,37,182-25-5092,Journalist,25530.33,,3,4,19,0,,17,14,11.98,9,Standard,761.18,34.14,,,0,133.14,Low spent Small value payments,370.62,,1914.77,
CUS 0x1d4e,,McCranke,38,182-25-5092,Journalist,25530.33,,3,4,19,0,,19,11,11.98,9,Standard,761.18,32.69,,,0,71.93,High spent Medium value payments,391.82,,1914.77,
CUS 0x8a4b,,Ilainac,52,142-99-2481,Doctor,110786.64,,5,7,5,3,"Auto Loan, Personal Loan, and Payday Loan",12,15,8.68,2,Above Standard,226.7,29.53,,,209.31,405.19, Data Missing,575.41,,8309,300
CUS 0x8a4b,,Ilainac,52,142-99-2481,Doctor,110786.64,,5,7,5,3,"Auto Loan, Personal Loan, and Payday Loan",12,Data Missing,8.68,2,Standard,226.7,40.48,,,209.31,71.63,High spent Large value payments,888.98,,8309,301
CUS 0x8a4b,,Ilainac,52,142-99-2481,Doctor,110786.64,,5,7,5,3,"Auto Loan, Personal Loan, and Payday Loan",12,15,8.68,2,Standard,226.7,30.36,,,209.31,232.92,High spent Large value payments,727.69,,8309,302
CUS 0x8a4b,,Ilainac,52,142-99-2481,Doctor,110786.64,,5,7,5,3,"Auto Loan, Personal Loan, and Payday Loan",12,17,5.68,2,Standard,226.7,27.32,,,209.31,85.06,High spent Large value payments,875.55,,8309,303
CUS 0x93ff,,Roumeliotisv,27,Data MIssing,Lawyer,39696.98,,5,5,10,1,Not Specified,11,5,1.98,4,Good,133.3,35.21,,,31.91,100.7,High spent Medium value payments,438.51,,2977.27,263
CUS 0x93ff,,Roumeliotisv,27,237-50-9740,Lawyer,39696.98,,5,5,10,1,Not Specified,11,3,1.98,4,Above Standard,133.3,32.03,,,31.91,159.5,Low spent Small value payments,419.7,,2977.27,264
CUS 0x93ff,,Roumeliotisv,27,237-50-9740,Lawyer,39696.98,,5,5,10,1,Not Specified,11,3,1.98,4,Good,133.3,36.04,,,31.91,184.06,High spent Small value payments,365.14,,2977.27,265
CUS 0x93ff,,Roumeliotisv,27,237-50-9740,Lawyer,39696.98,,5,5,10,1,Not Specified,11,0,1.98,4,Above Standard,133.3,26.14,,,31.91,253.55,Low spent Small value payments,325.65,,2977.27,266
CUS 0x3e2d,,"""Manuelap",35,958-76-6001,Journalist,120366.6,,4,7,2,4,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",12,Data Missing,0.8,6,Above Standard,1396.64,40.73,,,233.44,498.46,High spent Small value payments,516.95,,9027.5,259
CUS 0x3e2d,,"""Manuelap",35,958-76-6001,Journalist,120366.6,,4,7,2,4,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",8,Data Missing,0.8,6,Good,1396.64,41.96,,,233.44,201.76,High spent Large value payments,793.65,,9027.5,260
CUS 0x3e2d,,"""Manuelap",35,958-76-6001,Journalist,120366.6,,4,7,2,4,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",12,8,0.8,6,Good,1396.64,29.58,,,233.44,488.43,Low spent Large value payments,536.98,,9027.5,261
CUS 0x3e2d,,"""Manuelap",35,958-76-6001,Journalist,120366.6,,4,7,2,4,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",12,8,0.8,6,Good,1396.64,33.25,,,233.44,158.36,High spent Large value payments,837.05,,9027.5,262
CUS 0x493c,,Taylorj,52,977-92-2690,Mechanic,13074.395,,8,7,8,1,Personal Loan,10,6,0.96,6,Good,1048.26,35.34,,,9.18,65.54,Low spent Small value payments,350.94,,980.58,367
CUS 0x493c,,Taylorj,52,977-92-2690,       ,13074.395,,8,7,8,1,Personal Loan,6,14,5.96,6,Above Standard,1048.26,23.56,,,9.18,110.67, Data Missing,285.8,,980.58,
CUS 0x493c,,Taylorj,52,977-92-2690,Mechanic,13074.395,,8,7,8,1,Personal Loan,9,14, ,6,Above Standard,1048.26,37.59,,,9.18,99.35,Low spent Small value payments,317.13,,980.58,369
CUS 0x493c,,Data MIssing,52,977-92-2690,Mechanic,13074.395,,8,7,8,1,Personal Loan,9,14,5.96,6,Above Standard,1048.26,22.31,,,9.18,123.08,Low spent Medium value payments,283.4,,980.58,
CUS 0x88a0,,Tarmov,31,266-68-0248,       ,76087.68,,6,3,9,4,"Payday Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",19,8,13.73,2,Above Standard,50.22,38.58,,,232.07,148.84,High spent Small value payments,494.66,,5706.58,267
CUS 0x88a0,,Tarmov,31,266-68-0248,       ,76087.68,,6,3,9,4,"Payday Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",14,12,13.73,4,Standard,50.22,28.2,,,232.07,182.95, Data Missing,450.54,,5706.58,
CUS 0x88a0,,Tarmov,31,266-68-0248,Manager,76087.68,,6,3,9,4,"Payday Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",14,12, ,4,Standard,50.22,30.82,,,232.07,127.8,High spent Large value payments,495.7,,5706.58,269
CUS 0x88a0,,Tarmov,31,266-68-0248,Manager,76087.68,,6,3,9,4,"Payday Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",14,10,13.73,4,Above Standard,50.22,25.39,,,232.07,246.3,High spent Medium value payments,387.2,,5706.58,270
CUS 0x543f,,Lucia Mutikanid,24,333-87-6291,Mechanic,51824.94,,6,7,26,8,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",42,22,0.63,8,Above Standard,2958.02,36.37,,,257.66,59.84,High spent Large value payments,364.27,,3886.87,95
CUS 0x543f,,Lucia Mutikanid,24,333-87-6291,Mechanic,51824.94,,6,7,26,8,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",43,22,0.63,13,Bad,2958.02,28.02,,,257.66,91.32,High spent Large value payments,332.79,,3886.87,96
CUS 0x543f,,Lucia Mutikanid,24,333-87-6291,Mechanic,51824.94,,6,7,26,8,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",38,22,0.63,13,Bad,2958.02,36.56,,,257.66,553.39,Low spent Small value payments,,,3886.87,97
CUS 0x543f,,Data MIssing,24,333-87-6291,Mechanic,51824.94,,6,7,26,8,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",38,22,0.63,13,Bad,2958.02,26.7,,,257.66,154.5,Low spent Large value payments,299.61,,3886.87,98
CUS 0x9f7e,,Michael Ermani,31,541-63-9508,Journalist,11431.775,,8,6,16,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",7,15,0.52,3,Above Standard,117.57,25.44,,,29.49,86.42,Low spent Medium value payments,257.15,,857.38,209
CUS 0x9f7e,,Michael Ermani,32,541-63-9508,Journalist,11431.775,,8,6,16,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",7,18,0.52,3,Standard,117.57,38.49,,,29.49,34.34,High spent Medium value payments,279.24,,857.38,210
CUS 0x9f7e,,Michael Ermani,32,541-63-9508,Journalist,11431.775,,8,6,16,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",7,15,0.52,3,Above Standard,117.57,34.04,,,29.49,10000,Low spent Small value payments,248.32,,857.38,
CUS 0x9f7e,,Michael Ermani,32,541-63-9508,Journalist,11431.775,,8,6,16,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",7,12,0.52,3,Standard,117.57,24.51,,,29.49,31.62, Data Missing,281.96,,857.38,212
CUS 0x23a6,,Valetkevitchm,38,564-11-2906,Doctor,14224.655,,8,6,13,1,Home Equity Loan,27,10,8.1,5,Standard,1343.01,29.34,,,7.64,171.49,Low spent Small value payments,250.4,,1066.85,400
CUS 0x23a6,,Valetkevitchm,38,564-11-2906,Doctor,14224.655,,8,6,13,1,Home Equity Loan,27,13,8.1,5,Above Standard,1343.01,24.73,,,7.64,119.03,Low spent Medium value payments,292.87,,1066.85,401
CUS 0x23a6,,Valetkevitchm,39,Data MIssing,Doctor,14224.655,,7,5,13,1,Home Equity Loan,32,10,8.1,5,Standard,1343.01,31.76,,,7.64,34.04,Low spent Large value payments,367.86,,1066.85,402
CUS 0x23a6,,Valetkevitchm,39,564-11-2906,Doctor,14224.655,,7,5,13,1,Home Equity Loan,27,12,8.1,5,Standard,1343.01,38.92,,,7.64,10000,Low spent Large value payments,317.78,,1066.85,403
CUS 0xa874,,Camposg,46,742-30-5692,Musician,142170.12,,3,4,8,2,"Mortgage Loan, and Home Equity Loan",3,1,2.58,3,Above Standard,282.56,39.33,,,183.76,900.78,Low spent Medium value payments,353.91,,10662.76,299
CUS 0xa874,,Camposg,34,742-30-5692,Musician,142170.12,,3,4,8,2,"Mortgage Loan, and Home Equity Loan",3,-1,2.58,3,Good,282.56,29.93,,,183.76,1095.65,Low spent Medium value payments,159.04,,10662.76,300
CUS 0xa874,,Camposg,46,742-30-5692,Musician,142170.12,,3,4,8,2,"Mortgage Loan, and Home Equity Loan",3,1,2.58,3,Good,282.56,27.59,,,183.76,1168.1, Data Missing,86.59,,10662.76,301
CUS 0xa874,,Camposg,47,742-30-5692,Musician,142170.12,,3,4,8,2,"Mortgage Loan, and Home Equity Loan",3,1,2.58,6,Good,282.56,38.63,,,183.76,177.86,High spent Large value payments,1036.83,,10662.76,302
CUS 0x4ea5,,Schnurrk,46,Data MIssing,Mechanic,19951.765,,1,1,12,2,"Personal Loan, and Mortgage Loan",5,6,2.89,5,Good,1463.07,29.47,,,28.21,128.9,Low spent Small value payments,292.16,,1496.38,400
CUS 0x4ea5,,Schnurrk,46,407-67-3737,Mechanic,19951.765,,1,1,12,2,"Personal Loan, and Mortgage Loan",10,8,2.89,5,Good,1463.07,30.03,,,28.21,65.62,High spent Medium value payments,315.43,,1496.38,401
CUS 0x4ea5,,Schnurrk,46,407-67-3737,Mechanic,19951.765,,1,1,12,2,"Personal Loan, and Mortgage Loan",9,6,2.89,5,Good,1463.07,33.3,,,28.21,34.07,High spent Large value payments,336.98,,1496.38,402
CUS 0x4ea5,,Schnurrk,46,Data MIssing,Mechanic,19951.765,,1,1,12,2,"Personal Loan, and Mortgage Loan",15,6,-4.11,5,Good,1463.07,33.07,,,28.21,,Low spent Small value payments,277.12,,1496.38,
CUS 0x8208,,Jonathan Spicers,36,084-02-0981,Teacher,94454.1,,1,4,5,3,"Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",9,6,1.63,6,Good,1342.61,23.52,,,152.51,881.54,Low spent Small value payments,66.17,,7084.06,365
CUS 0x8208,,Data MIssing,36,084-02-0981,Teacher,94454.1,,1,4,5,3,"Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",9,5,1.63,6,Good,1342.61,30.73,,,152.51,79.29,High spent Large value payments,818.42,,7084.06,366
CUS 0x8208,,Jonathan Spicers,37,084-02-0981,Teacher,94454.1,,1,4,5,3,"Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",9,6,1.63,6,Good,1342.61,27.62,,,152.51,282.19,High spent Medium value payments,625.52,,7084.06,367
CUS 0x8208,,Jonathan Spicers,37,084-02-0981,Teacher,94454.1,,1,4,5,3,"Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",9,6,-0.37,6,Good,1342.61,31.11,,,37818,,High spent Large value payments,745.22,,7084.06,368
CUS 0xb35f,,Nicolacia,28,794-17-7391,Doctor,27063.43,,8,3,12,4,"Credit-Builder Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",18,75,12.49,5,Standard,1205.36,28.13,,,74.74,71.21,High spent Medium value payments,349.58,,2029.76,273
CUS 0xb35f,,Nicolacia,28,794-17-7391,Doctor,27063.43,,8,3,12,4,"Credit-Builder Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",21,13,12.49,5,Standard,1205.36,31.79,,,74.74,123.1,Low spent Large value payments,317.69,,2029.76,274
CUS 0xb35f,,Nicolacia,29,794-17-7391,       ,27063.43,,8,3,12,4,"Credit-Builder Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",21,13,12.49,5,Above Standard,1205.36,26.09,,,74.74,104.14,High spent Small value payments,326.65,,2029.76,275
CUS 0xb35f,,Nicolacia,29,794-17-7391,Doctor,27063.43,,8,3,12,4,"Credit-Builder Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",18,13,12.49,5,Above Standard,1205.36,26.98,,,74.74,139.38,Low spent Small value payments,321.41,,2029.76,276
CUS 0x8696,,Aileen Wangw,44,579-41-4525,Media Manager,36980.1,,6,10,29,6,"Credit-Builder Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",54,18,9.55,14,Standard,2403.26,31.29,,,174.09,78.1,High spent Small value payments,343.08,,2773.51,213
CUS 0x8696,,Aileen Wangw,44,579-41-4525,Media Manager,36980.1,,6,10,34,6,"Credit-Builder Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",54,17,9.55,14,Standard,2403.26,37.62,,,174.09,289.09,Low spent Large value payments,142.09,,2773.51,214
CUS 0x8696,,Aileen Wangw,44,579-41-4525,Media Manager,36980.1,,6,10,29,6,"Credit-Builder Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",54,19,9.55,14,Above Standard,2403.26,28.72,,,174.09,42.37,High spent Medium value payments,368.81,,2773.51,
CUS 0x8696,,Aileen Wangw,44,579-41-4525,Media Manager,36980.1,,6,10,29,6,"Credit-Builder Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",54,17,13.55,14,Standard,2403.26,37.85,,,174.09,64.39,High spent Medium value payments,346.79,,2773.51,216
CUS 0x49da,,Lashh,34,915-13-4225,Teacher,96582.24,,3,34,13,1,Auto Loan,6,15,19.79,Data Missing,Standard,482.88,35.62,,,72.46,215.57,Low spent Medium value payments,780.63,,7243.67,315
CUS 0x49da,,Lashh,27,915-13-4225,Teacher,96582.24,,3,3,13,1,Auto Loan,10,15,19.79,Data Missing,Above Standard,482.88,31.89,,,992.57,452.75,High spent Small value payments,523.44,,7243.67,316
CUS 0x49da,,Lashh,27,915-13-4225,Teacher,96582.24,,3,3,13,1,Auto Loan,10,15,19.79,Data Missing,Standard,482.88,35.53,,,992.57,107.62,High spent Large value payments,848.57,,7243.67,
CUS 0x49da,,Lashh,27,915-13-4225,       ,96582.24,,3,3,13,1,Auto Loan,10,15,19.79,4,Standard,482.88,31.22,,,54858,210.97,High spent Small value payments,765.23,,7243.67,318
CUS 0x5d94,,Tom Milese,40,653-16-0086,Developer,122978.43,,0,1,9,3,"Home Equity Loan, Student Loan, and Debt Consolidation Loan",13,4,7.33,3,Good,1197.33,30.56,,,168.01,499.77,High spent Small value payments,643.64,,9223.38,342
CUS 0x5d94,,Tom Milese,40,653-16-0086,Developer,122978.43,,0,1,9,3,"Home Equity Loan, Student Loan, and Debt Consolidation Loan",14,3,7.33,3,Above Standard,1197.33,32.59,,,168.01,306.45,High spent Medium value payments,826.97,,9223.38,343
CUS 0x5d94,,Tom Milese,40,653-16-0086,Developer,122978.43,,0,1,9,3,"Home Equity Loan, Student Loan, and Debt Consolidation Loan",14,6,7.33,3,Good,1197.33,30.45,,,168.01,332.75,High spent Medium value payments,800.66,,9223.38,344
CUS 0x5d94,,Tom Milese,40,653-16-0086,Developer,122978.43,,0,1,9,3,"Home Equity Loan, Student Loan, and Debt Consolidation Loan",18,4,7.33,3,Good,1197.33,42.11,,,168.01,155.34,High spent Medium value payments,978.07,,9223.38,345
CUS 0x3ef5,,Robinsonl,32,259-09-9023,Doctor,7821.24,,8,10,29,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan, and Payday Loan",62,17,19.34,7,Bad,2924.76,38.84,,,19.73,55.55,Low spent Small value payments,261.6,,586.59,125
CUS 0x3ef5,,Robinsonl,32,259-09-9023,Doctor,7821.24,,8,10,29,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan, and Payday Loan",62,17,19.34,7,Bad,2924.76,36.76,,,19.73,25.02,Low spent Small value payments,292.13,,586.59,126
CUS 0x3ef5,,Data MIssing,32,259-09-9023,Doctor,7821.24,,8,10,29,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan, and Payday Loan",62,17,19.34,7,Bad,2924.76,34.65,,,19.73,14.35, Data Missing,292.8,,586.59,127
CUS 0x3ef5,,Robinsonl,32,259-09-9023,Doctor,7821.24,,8,10,29,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan, and Payday Loan",62,17,19.34,7,Bad,2924.76,24.79,,,19.73,36.59,Low spent Small value payments,280.56,,586.59,128
CUS 0xbda3,,Data MIssing,23,016-19-9621,Manager,30972.54,,7,9,16,2,"Home Equity Loan, and Mortgage Loan",59,15,12.91,10,Above Standard,2203.46,28.21,,,35.63,96.99,High spent Medium value payments,360.48,,2322.94,173
CUS 0xbda3,,Chris Vellacotte,23,016-19-9621,Manager,30972.54,,34,9,16,2,"Home Equity Loan, and Mortgage Loan",62,15,18.91,10,Above Standard,2203.46,33.42,,,29000,66.78,High spent Medium value payments,390.69,,2322.94,174
CUS 0xbda3,,Chris Vellacotte,23,016-19-9621,Manager,30972.54,,7,9,16,2,"Home Equity Loan, and Mortgage Loan",59,14,25.91,13,Above Standard,2203.46,27.27,,,35.63,98.73,Low spent Medium value payments,388.74,,2322.94,175
CUS 0xbda3,,Chris Vellacotte,23,016-19-9621,Manager,30972.54,,7,9,16,2,"Home Equity Loan, and Mortgage Loan",59,15,18.91,13,Standard,2203.46,33.3,,,35.63,70.64,High spent Medium value payments,386.83,,2322.94,176
CUS 0x29fd,,Steven C.g,29,165-17-6571,Developer,7709.625,,7,9,31,6,"Personal Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",27,18,13.01,14,Bad,2518.98,24.82,,,24.41,52.2,Low spent Small value payments,275.94,,578.22,106
CUS 0x29fd,,Steven C.g,29,165-17-6571,Developer,7709.625,,7,9,31,6,"Personal Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",28,18,12.01,14,Bad,2518.98,38.68,,,24.41,65.6,Low spent Small value payments,262.54,,578.22,107
CUS 0x29fd,,Steven C.g,29,165-17-6571,Developer,7709.625,,7,9,31,6,"Personal Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",30,18,8.01,1853,Above Standard,2518.98,30.26,,,24.41,,Low spent Medium value payments,256.79,,578.22,108
CUS 0x29fd,,Steven C.g,29,165-17-6571,Developer,7709.625,,7,9,31,6,"Personal Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",28,16,12.01,14,Bad,2518.98,38.5,,,24.41,24.31,High spent Small value payments,273.82,,578.22,109
CUS 0xbbf3,,Laura Noonanp,54,111-86-2174,Journalist,34547.54,,6,6,5,1,Personal Loan,19,13,10.59,6,Good,939.31,33.28,,,27.76,76.33,High spent Small value payments,455.4,,2591.07,274
CUS 0xbbf3,,Laura Noonanp,54,111-86-2174,Journalist,34547.54,,6,6,5,1,Personal Loan,22,12,10.59,6,Good,939.31,30.44,,,27.76,142.22,High spent Small value payments,389.51,,2591.07,275
